Absolute Magnitude,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Perihelion Time,Mean Anomaly,Avg_Diameter_KM,Hazardous
1.325693884,0.290782148,-0.533486501,1.131599385,-0.805705048,2.690414076,0.667878156,-0.415884842,1.722370983,-1.986339499,1.661236933,0.273429256,-1.447016807,-0.510340544,0
-0.023477289,-0.266789214,1.041722216,0.481822194,1.383934601,1.131860923,-0.01192687,0.410698446,0.78832804,-1.032418687,1.62930073,0.43449997,0.206619378,-0.292525352,0
-0.231042085,-0.394968058,0.329710517,-0.817732186,0.825325567,-0.174608983,-0.88812306,0.617938567,0.561505746,0.90972145,0.620661314,0.557080046,0.146287067,-0.209410581,0
-1.130489534,0.816422373,1.656132449,-1.142620781,3.817528254,-1.273433393,0.082925987,2.485338222,0.134595973,1.586983163,-1.07610855,0.22759108,1.197482696,0.586307141,0
0.841376027,-0.878917906,-1.652539433,1.131599385,-0.756368542,-0.071190215,-0.852096057,-0.102963019,-1.491503711,0.764687106,-0.267562615,0.392239707,1.054185883,-0.471096819,0
-0.888330605,0.717075062,0.507606833,-1.142620781,2.599380231,-1.06417198,-0.312074387,2.079930831,0.304374626,1.755756474,1.267140254,0.455133875,1.084844715,0.272167207,0
-1.026707136,0.7996308,1.49142954,-0.817732186,-0.32586845,1.798427201,0.448025643,0.672470482,0.475725605,-1.622900656,-1.327046322,0.378654652,0.539147665,0.439207072,0
-1.407242595,3.708549816,1.200116837,-0.817732186,0.05371036,-0.99953525,1.984944448,1.593865725,0.519419237,-1.602698232,-0.81571299,0.446703853,1.012178846,1.094103512,0
-1.130489534,0.816423687,1.656134283,-1.142620781,3.830386772,-1.273433393,0.08263713,2.485268888,0.134591643,1.587183223,-1.076133802,0.227588961,-1.497214413,0.586307141,0
-0.058071422,-0.113552967,-0.431069267,1.131599385,-0.077763283,0.235026294,0.479756051,0.049056399,1.745003293,-0.84836569,-0.589192531,0.35422676,1.199612872,-0.280217432,0
-0.646171677,-0.725899432,-0.923186776,-1.142620781,-0.417488438,-0.272372037,0.156546909,-0.935321878,-1.067471281,-0.012203343,0.095664418,0.380123736,1.172092831,0.044592943,1
-1.338054329,1.126809218,1.085135208,-1.142620781,0.105103454,-1.705691525,2.132191889,-0.667019017,0.059563851,-0.925569125,-1.555442755,0.95633091,0.22911042,0.949116274,0
-0.058071422,-1.441627406,-0.632162305,-1.142620781,0.154931597,0.290775474,-1.462472779,-0.719782109,0.347512358,0.866733027,0.808539148,-2.479616244,-0.553241619,-0.280217432,0
-0.576983411,1.92467021,-0.100013471,-1.142620781,1.396538386,-0.605251196,-0.359439432,3.882773251,-1.462419739,0.542907335,0.861124534,-0.144257712,-1.63710665,-0.008048742,0
1.15272322,-0.545944172,-1.044290024,1.131599385,-0.639626264,1.406567026,-1.019588329,0.175285481,-1.486628182,-0.502101187,1.554253965,0.428795221,0.14975799,-0.499118414,0
-0.438606881,0.21164685,0.966542922,0.156933599,-0.673678633,0.03546039,-1.181401084,1.626697555,0.373383521,0.806457941,0.135719128,0.207523837,-1.161471655,-0.099843975,1
-0.576983411,1.924668522,-0.100012921,-1.142620781,1.406949245,-0.605251196,-0.359289863,3.882856203,-1.462425395,0.542666071,0.860997837,0.486099032,0.613958281,-0.008048742,0
0.218681639,-1.100292193,-0.742519006,-0.167954996,-0.522798707,0.984004403,-0.350715668,-0.710291143,-0.453215864,-0.684124769,1.32132919,0.380140683,0.809283458,-0.364490654,0
-0.438606881,-0.670944936,-0.471422389,-0.167954996,-0.239244566,1.464740083,-0.13461561,-0.057031546,0.587415546,-1.111474595,-0.252866354,0.32690095,1.238356512,-0.099843975,0
-0.715359942,-0.901236387,0.241382018,-1.142620781,-0.566599627,0.758583807,-0.394510983,-0.7365995,-0.46100386,-0.492483508,0.496660444,-1.603728634,0.336675782,0.102313402,1
-0.196447952,-0.831819143,-0.210447572,-0.817732186,-0.519280058,0.193820379,-1.376352654,-0.328043047,-1.534295925,0.907358911,0.056431121,0.279958048,-1.628620072,-0.224905335,1
-0.092665555,1.567480625,-0.927706242,-0.167954996,-0.562446358,1.682081087,2.038481144,-0.759475415,0.153389294,-2.550657375,0.441981655,0.335893396,1.074279168,-0.267329458,1
0.806781894,-1.09828517,0.534311135,1.131599385,-0.597608481,0.171197523,-0.781046987,-0.731988581,-1.101498306,0.395211465,0.978932462,0.47168146,0.455470438,-0.467204713,0
0.218681639,-0.75456452,0.382950015,0.806710789,0.769693924,-1.002767086,0.073232516,-0.418511276,-1.239426785,1.427103875,-0.068091912,-0.108782563,-0.390464615,-0.364490654,0
1.048940822,-1.127201553,-0.557689057,0.481822194,-0.863546895,0.748888298,-1.069953565,-1.000070279,1.073034291,0.045211326,0.895210544,0.279331012,-1.607949309,-0.491034664,0
0.35705817,-0.62807208,-0.04021918,0.156933599,-0.577574223,1.274869688,0.286092399,-0.82796082,-0.362511323,-1.29693083,0.685062176,0.333531423,1.193819789,-0.396319444,0
-1.372648462,-1.09136811,1.338987387,-1.142620781,2.195693638,-0.433155903,-1.197742243,-0.312914884,-1.498834677,1.790333114,1.095887469,0.546556024,0.44247421,1.019940961,0
-0.369418616,-1.326872817,-1.277825698,-1.142620781,-0.231587047,-0.02028879,-1.059279806,-0.871653403,0.201024485,0.921487004,-1.131885239,0.39105978,1.051987305,-0.139776776,0
1.083534955,-0.446700882,-0.498284426,0.806710789,-0.890334699,0.859578698,-1.516656599,0.008194408,0.539366527,0.268915532,0.64539171,0.359536435,1.035569138,-0.493854246,0
-0.058071422,-0.307817752,-0.874283974,0.481822194,-0.599345101,-1.039125247,0.545535129,-0.880547809,0.556947125,0.762951671,-1.332111833,-0.048176226,-0.592428447,-0.280217432,0
1.360288016,0.618295535,0.390534486,0.481822194,-0.838965306,0.255225272,-0.302492546,-0.903500729,-1.228413253,-0.136423148,-0.927440028,0.522473425,0.04515763,-0.512291217,0
-2.029936982,-0.427624837,0.383624422,-1.142620781,0.77291686,1.399295394,-0.072534079,0.295411413,0.601445583,-1.125718201,-0.867730661,0.344281051,1.056131989,3.221176155,0
0.4954347,-0.737221884,-0.721218126,-1.142620781,-0.734458114,1.648954763,0.264982254,-0.978868475,-1.133531732,-1.44213222,-1.604033937,0.328710031,1.190891164,-0.422793478,0
-0.888330605,0.467837423,-0.291482858,-0.817732186,0.265708674,0.849075229,-1.177226241,1.98417792,-0.910763787,-0.065553677,1.605430578,0.430513213,0.358946594,0.272167207,0
-0.646171677,0.013886284,-0.296685444,-1.142620781,-0.097145201,1.80004312,0.067625252,-0.386033107,-0.108251865,-1.382136538,0.577536734,0.030467963,-1.117042158,0.044592943,0
-0.507795146,1.552588396,1.050305918,-1.142620781,0.345019483,0.331981389,0.324019837,-0.610706701,-1.455996959,-0.770379457,1.68177497,0.356760321,1.166297755,-0.056058529,0
1.464070414,0.130947438,0.091264434,0.156933599,-0.688339116,-1.308983595,0.879545331,-0.617189175,0.286092211,0.845198534,-1.670139999,-0.123751968,-0.605744803,-0.517632098,0
-1.165083666,-0.056333363,-1.454689425,-0.817732186,-0.825236484,1.42111029,-0.683853184,1.188533093,0.82705164,-0.756420142,-0.380968566,0.354324205,0.937747772,0.640033159,1
0.35705817,0.352120245,1.393131107,0.806710789,-0.37418591,1.58754987,-0.291212805,-0.767855579,-0.273802265,-1.063418484,-0.788302931,0.33291392,1.155267858,-0.396319444,0
1.291099751,-1.201320369,-0.534308831,-0.492843591,-0.871067743,0.995315831,-0.907011529,-0.808807625,-1.015003115,-0.282216089,-0.678226048,0.443471233,0.223845197,-0.508297938,0
-0.646171677,0.013886421,-0.296684985,-1.142620781,-0.104463814,1.800851079,0.068064338,-0.386523709,-0.108653573,-1.382597479,0.577667155,0.302680658,1.489392458,0.044592943,0
-0.784548207,0.322994334,1.536739017,-0.817732186,-0.754981904,-0.745028125,1.28608014,1.067637147,-1.406418557,-0.889851112,0.887236028,0.045644967,-0.597701328,0.165602627,1
-0.369418616,-0.343360939,-1.349528776,-1.142620781,-0.878434312,-0.977720353,0.608901103,-1.129639731,-0.672760853,0.526996628,0.247122083,0.674256181,0.340676182,-0.139776776,1
1.187317353,0.055079564,-0.728007505,1.131599385,-0.646818617,1.489786816,-0.191162256,0.065898429,-0.820429873,-1.088088005,-1.467119377,0.397691312,0.44410687,-0.501574167,0
0.184087507,-1.240170996,0.654725808,-0.167954996,-0.671652946,-0.015441035,-0.733713838,-1.08215475,0.770773742,0.592060875,0.805776037,0.22535409,-1.306059929,-0.355574353,0
2.121358934,-0.598734778,-1.119984616,0.806710789,-0.907514843,-1.090834631,0.849485754,-1.001685072,-1.459806749,0.370935228,0.391938041,0.446413638,1.160078616,-0.538653731,0
-1.718589788,-0.398259061,1.052080434,-1.142620781,2.020381419,-1.541675823,0.889932217,-0.325702228,1.496940562,1.628057275,0.957879392,-0.238198594,-0.624161641,1.940342149,0
-1.407242595,1.181670396,0.417079769,-1.142620781,1.085541664,1.265174179,0.456027759,0.727944503,-1.215932111,-1.425592549,-0.864544011,0.438711274,0.075510188,1.094103512,0
-0.680765809,0.753491775,1.660221079,1.131599385,1.0684745,-1.040741165,0.375110762,2.332405608,-0.99359989,0.632282925,1.05151312,0.309452002,1.585931277,0.072788758,0
0.391652302,0.696465626,0.574856841,0.806710789,-0.720452186,-0.142290618,-0.154392411,-0.628208053,0.566930404,0.156171304,-0.540474428,0.133938296,-0.802161523,-0.403401913,0
-0.265636218,0.468119742,1.246618862,-0.817732186,2.555455266,0.322285879,-0.017750757,1.147764737,0.043692195,-0.513508719,0.038601773,0.285556878,-1.663573934,-0.193185583,0
-0.507795146,-0.603906066,-0.169628582,-0.167954996,-0.101243093,-0.240861631,0.333737595,-0.517917504,-1.505014094,-0.25124538,0.368306507,0.242116688,-1.429546832,-0.056058529,0
-2.202907645,1.685575958,1.332786579,-1.142620781,3.205546954,-0.624642215,1.246722808,2.510011678,1.392296215,-1.05167194,0.274313271,0.002404962,-0.227619051,4.198582783,0
-1.856966319,-1.674138442,1.016043923,-1.142620781,1.832266058,-0.503448347,-1.022546274,-0.1915412,0.233025013,1.726826001,-0.400396865,0.046259292,-0.583215407,2.444794474,0
-0.265636218,-0.158229918,-0.813385998,1.131599385,0.569727905,1.460700287,-0.034021371,0.810438185,-0.475627715,-1.189021334,-1.711305765,0.389128893,0.538119528,-0.193185583,0
2.213033386,-0.852813444,-1.348788065,0.156933599,-0.902833766,-0.051799196,-0.529570874,-0.948170982,-1.544180031,0.433343716,0.456340582,0.170088143,-0.984037593,-0.540380211,0
-0.280511695,-0.588485871,0.078947188,0.156933599,-0.375115135,0.946838283,-0.709900152,0.47877371,1.007547112,-0.415884762,0.427673765,0.459284805,0.082148,-0.185975806,1
-1.026707136,0.843363625,1.440155491,-0.817732186,0.248619359,-0.239245713,-1.198579086,1.550628893,-0.43068029,1.237321982,0.129461499,0.195587926,-1.163840511,0.439207072,0
0.322464037,-0.17258977,-1.217767705,1.131599385,-0.488846016,0.795749927,-0.221095332,-0.574514844,-0.366139989,-0.656000796,-1.310782669,0.135853295,-0.355654818,-0.388903188,0
0.080305109,0.610245012,1.067955331,-0.167954996,0.852061539,0.563865658,-0.761216318,-0.368839628,-1.497093258,-0.041431217,-0.127639994,0.276397081,-1.589929914,-0.326224032,0
-0.81914234,-0.630041616,1.315163394,-1.142620781,-0.758851642,0.895936858,-0.015522157,0.344219843,0.714312107,-0.893167653,0.579152702,0.129055471,-0.22443981,0.199501453,1
-0.680765809,-0.900688549,-0.207999015,-1.142620781,0.670735388,0.54366668,-0.372681429,-0.445009136,0.326060828,-0.344014739,-0.11521732,0.426332625,0.580250809,0.072788758,0
0.322464037,-1.350793437,1.472328601,0.806710789,0.009893934,-0.526071202,-0.441201187,-0.74965289,-1.272017423,1.08384679,1.648295086,0.153614701,-1.076312288,-0.388903188,0
1.602446945,-1.55812704,-1.176181226,1.131599385,-0.538540147,0.808677273,-1.200867395,-1.032833519,0.531122001,0.093125751,0.106071177,0.391544884,0.774678658,-0.523696949,0
-1.753183921,2.724879765,1.318869609,-1.142620781,0.051472025,-0.236013876,1.855243613,1.792442284,-1.545374836,-1.911137446,-1.129306362,0.234474697,-1.347053439,2.057881872,0
-1.234271932,-1.134286645,0.621610874,-1.142620781,1.417581611,-1.253234415,0.375920879,-0.757099518,1.209527845,1.682119185,-1.548202523,-0.044290091,-0.814846559,0.755200617,0
0.114899241,-0.668899319,-1.036797809,0.481822194,0.210442518,-0.013017158,-1.236163372,0.333101202,-0.230143636,1.037341086,-0.529248704,0.31473096,1.504458663,-0.336461313,0
-0.334824483,-0.458407091,1.588087899,-0.817732186,0.962538473,0.344100776,-0.321899996,-0.066290276,-0.465008964,-0.219586492,-1.559579581,0.169023666,-0.819041182,-0.158405568,0
0.772187761,-0.659825773,-0.55642507,0.481822194,-0.779260248,0.972692975,-1.833335465,0.173132912,1.683580683,0.391440293,-1.547043872,0.325838591,1.318947442,-0.463129178,0
-1.511024993,-1.263535274,0.212232828,-1.142620781,1.68642543,-1.345341755,0.540356343,-0.712337122,0.696668255,1.678455771,-0.939240514,0.402552953,1.388909549,1.33822886,0
-1.545619125,-0.922732898,0.831727988,-1.142620781,1.759179613,-1.531980313,0.802675544,-0.348216748,-0.137317525,1.809588945,-0.083722816,-0.105135803,1.603378052,1.427391859,0
0.045710976,-0.560976046,-1.150689189,1.131599385,-0.86631574,0.268960577,-0.609247341,-0.978583664,-0.53395698,0.128775962,1.076214233,0.252257287,-1.434592808,-0.315504281,0
-1.545619125,-0.92273744,0.831737709,-1.142620781,1.758304658,-1.531172354,0.802955689,-0.348201493,-0.137373224,1.808352425,-0.083807469,-0.10514004,-0.894320359,1.427391859,0
-0.81914234,3.473015742,1.646469548,-0.492843591,-0.581109484,0.840995638,0.735733875,3.681360376,1.686170913,-1.522927955,1.236843792,0.30122958,1.538464924,0.199501453,1
1.844605873,-0.147879345,1.00200902,0.806710789,-0.865209531,0.413585261,-1.509615738,-0.143238602,-1.229083028,0.738196947,1.57647865,0.412508195,0.751879376,-0.53195967,0
-0.267711866,0.563947981,1.545752272,0.481822194,-0.093158064,1.324963154,0.007293399,-0.229122487,-0.695821333,-1.135631319,0.707588655,0.25491689,-1.329541285,-0.192188118,0
-1.026707136,-0.24719599,0.922638017,-1.142620781,-0.809340764,-0.559197526,0.111004531,0.951177902,-0.440253704,0.347265132,1.232016841,-0.046421163,-0.11065474,0.439207072,1
1.464070414,-0.420108337,-1.691289078,1.131599385,-0.861215084,-1.506125621,1.270429984,-0.864304973,1.758612612,0.607400524,1.388451852,0.882419142,0.342360736,-0.517632098,0
1.048940822,0.217771529,0.542254912,0.481822194,-0.630764851,0.873314003,-1.156778883,-0.981943469,0.208784093,0.002466614,-1.405695485,0.477093875,-0.005564992,-0.491034664,0
0.218681639,0.31173957,-1.001650803,-0.492843591,0.207784427,1.234471732,0.136860422,0.914406995,-1.642632827,-1.19837143,0.243484135,0.253490174,-1.319989608,-0.364490654,0
-0.853736473,3.053567531,1.123297836,1.131599385,-0.65676431,0.249569558,0.392741851,3.25128068,1.5928022,-0.92895794,0.611348131,0.444544183,0.454836917,0.234997883,1
-0.058071422,-0.532798031,0.498122576,0.481822194,1.08761276,-0.988223822,-0.005005937,-0.060748762,1.649381694,1.482366621,-1.549401869,-0.067162046,-0.505746166,-0.280217432,0
-0.576983411,0.628570947,-0.141589404,-1.142620781,1.289915685,2.035967184,1.751572066,1.55196874,0.038661401,-2.449678858,1.699722731,0.327860568,1.119245939,-0.008048742,0
-1.130489534,0.487094689,0.340351374,-0.817732186,0.075300709,1.400911312,-0.016356451,1.013251767,-0.207631288,-1.177182158,-0.672540689,0.320170914,1.315109578,0.586307141,0
-0.784548207,0.079674606,0.927295776,-1.142620781,-0.017003738,-0.207735307,0.510565421,0.454868077,-0.540068544,-0.507887475,0.655539052,0.147024477,-0.872601609,0.165602627,0
-0.95751887,0.1235232,1.326243156,-1.142620781,1.342412995,-0.90661995,-0.191466661,0.393125018,0.169669194,1.503094729,-0.344592025,0.522818718,0.827656533,0.351843621,0
-0.576983411,-0.049115565,-0.934027643,-1.142620781,-0.18881946,0.578408922,-0.281895596,-0.191558301,-0.07326388,-0.452234184,1.151487976,0.403392883,0.74374001,-0.008048742,0
0.668405363,0.692524947,0.603837658,1.45648798,-0.398190693,0.949262161,-1.087131373,0.797059165,1.788220426,-0.152218718,0.415535592,-4.842834413,-0.577887582,-0.449713492,0
-0.922924738,3.721703641,1.516249646,-1.142620781,0.499498909,-1.485118684,1.285743528,3.784132766,-0.076305365,-0.244804946,-0.869283027,0.136548118,-1.20472253,0.311088268,0
-0.853736473,-0.202258973,-0.87530228,-0.817732186,-0.68272722,-1.468959501,1.466386883,-0.831143705,-1.657188551,0.062322064,1.323792524,0.41328987,1.363451674,0.234997883,1
-1.47643086,1.330097478,1.569553705,-1.142620781,0.104891914,-0.538998548,0.154852738,-0.564661279,-0.559123425,0.356474764,-0.029582053,-0.029838626,-0.223702766,1.253078858,0
-0.576983411,1.780215745,0.311992141,-1.142620781,1.396538386,-0.605251196,-0.359439432,3.882773251,-1.462419739,0.542907335,0.861124534,-0.144257712,-1.63710665,-0.008048742,0
-0.473201014,0.10151533,1.655344509,-0.817732186,0.586440656,-0.584244259,-0.617952249,0.732129071,-1.533896715,1.311060108,-1.674771996,0.181206366,-1.204609622,-0.078455261,0
0.391652302,0.645478783,1.511540715,-0.492843591,-0.883590788,1.434037636,0.0234215,-0.958498614,1.447588733,-1.193849543,-1.347013758,0.403637554,0.403592399,-0.403401913,0
-0.404012748,0.754882633,0.236183376,-0.817732186,0.456781161,-0.416188761,-0.049728166,0.402403811,-1.456558512,0.368474843,0.887521303,0.207565145,-1.280276868,-0.120270038,0
0.080305109,-0.211696533,-0.079611771,-0.167954996,0.384835481,1.055912765,-1.051794726,0.31897277,0.17185929,-0.243696206,-0.037232599,0.148678918,-0.345628261,-0.326224032,0
1.498664547,1.084911661,1.283251279,-0.167954996,-0.873669683,1.497866407,-0.376162885,-0.928248118,0.362295423,-0.963395385,1.260360812,0.387987095,0.558294606,-0.519254597,0
0.4954347,0.717795997,0.993245573,0.806710789,-0.882336944,-0.959137293,0.489834986,-0.943985577,-0.860235619,0.673298975,1.624900061,-0.193965077,-0.019396226,-0.422793478,0
-0.473201014,-1.415729807,0.851638143,0.156933599,2.150240271,-1.01731035,-0.17133069,-0.532540545,0.462043072,1.881235395,-0.049255322,0.249315941,-1.561480635,-0.078455261,0
-0.576983411,1.780214155,0.311991224,-1.142620781,1.406949245,-0.605251196,-0.359289863,3.882856203,-1.462425395,0.542666071,0.860997837,0.486099032,0.613958281,-0.008048742,0
-0.81914234,-1.243116573,0.130152091,0.806710789,2.21430028,-1.485926643,0.719346009,-0.472103777,0.718469752,1.826227164,-0.495462874,-0.291141756,-0.470599277,0.199501453,0
-0.749954075,2.273116805,-0.915412197,-1.142620781,0.324585403,-0.183496533,2.416470205,2.143191147,-1.367265599,-2.472005164,0.257998143,0.357658507,1.199884928,0.133229499,0
-1.511024993,3.127941374,1.048335518,-0.817732186,1.765669787,-1.907681306,1.024329753,4.307805017,0.211694674,0.985159884,-0.595806138,0.737868474,0.637591267,1.33822886,0
0.114899241,-0.638306573,-0.417359003,-0.492843591,0.913851094,0.720609728,-0.851250684,0.192142213,0.384618291,-0.122551268,-1.501168557,0.326799268,1.340278584,-0.336461313,0
0.35705817,-0.437284209,-1.191863907,1.45648798,-0.042647678,-0.024328585,-1.25678324,0.599925724,-1.380690208,1.055087392,1.546480865,-5.091684752,-1.572264308,-0.396319444,0
-1.372648462,2.120746586,1.457115639,-1.142620781,0.655994054,-0.335392849,0.56139565,0.669918599,1.652427962,-0.441335808,1.185863856,0.454207092,0.76813975,1.019940961,0
-1.130489534,-0.70525145,-0.946540774,-1.142620781,0.266184915,-1.510165417,1.229464983,-0.426729805,-0.091492614,0.689762838,0.65006926,0.992466988,0.10147463,0.586307141,0
-0.196447952,1.251320284,1.348630846,-0.817732186,-0.592504945,0.366723631,-0.5826844,0.357965792,-1.121446741,-0.027368132,-1.076870074,0.456145393,0.433656029,-0.224905335,1
-0.576983411,2.168359652,0.853781317,-0.817732186,0.885232308,-1.360692979,1.755811999,-0.351870024,-0.404532185,-0.750592864,1.694101988,0.867673224,0.017623429,-0.008048742,0
0.979752557,0.259858997,0.91769707,1.131599385,0.243657588,1.114085822,-0.995753022,0.062129618,-0.023961841,-0.319321341,1.696755428,0.167209289,-0.502145456,-0.48499059,0
0.045710976,0.987152477,-0.208633806,-0.167954996,-0.896245741,1.72571088,0.556499786,-0.244159901,-1.429733204,-1.655384514,0.315302228,0.369101898,0.685515595,-0.315504281,0
-0.369418616,0.477902731,-0.517418195,-0.817732186,-0.131788996,0.264920782,-1.318142437,1.506102968,-1.206615926,0.652480743,-1.089639574,0.154402732,-0.726182479,-0.139776776,0
1.775417608,-0.688531389,-0.521722794,0.806710789,-0.772350318,-0.012209198,-0.881712978,-0.654931948,0.746869265,0.729800075,0.132997816,0.012202387,-0.02386581,-0.529863968,0
0.737593629,-0.43725315,-1.434282062,1.131599385,-0.750950465,-1.692764179,1.529716199,-1.131882666,-1.631274738,0.593039922,-1.00103678,0.419371688,1.422263633,-0.458861569,0
-0.749954075,-0.326533475,0.304507997,-1.142620781,2.00184123,-1.350997469,0.627829084,0.759250211,0.39626638,1.300394945,0.520653486,0.174945547,-1.391722371,0.133229499,0
0.841376027,1.719152364,1.643708457,1.45648798,-0.687327934,0.767471358,-1.083252633,1.608632211,0.441899845,-0.046322364,-1.092457098,-3.61157463,-0.842016297,-0.471096819,0
0.287869904,-0.390527326,-0.434323003,-0.492843591,0.031639339,1.261942342,-0.160050633,0.441913535,-1.105310179,-0.999672172,-0.344188044,0.218955577,-0.961142028,-0.381137416,0
0.668405363,-1.067265686,-0.60456827,-1.142620781,0.327298872,-1.158703197,0.477070663,-0.915627309,0.43781085,1.192657971,0.046856556,0.732904092,0.375725693,-0.449713492,0
2.052170669,-1.15658931,-0.975411452,0.481822194,-0.790937024,1.074495825,-1.706835065,-1.016440578,1.237375751,0.231217704,1.436846774,0.442028628,0.204167458,-0.537203859,0
0.599217098,-1.072433446,0.432902761,0.156933599,-0.790350028,0.371571386,-1.297896697,-0.850860619,-1.642114543,0.623052168,0.476480241,0.319982379,1.437563533,-0.439682825,0
-0.992113003,0.00662799,0.755294887,-1.142620781,-0.851926493,-0.538190589,1.4256047,-0.223452623,-0.712355052,-1.205870979,0.735598674,0.315444848,1.529867604,0.394519714,1
-1.338054329,-0.086951005,0.75201749,-0.817732186,-0.657634835,-0.033216136,0.574687812,0.733509956,-1.458170116,-0.745408345,-0.93405045,0.281328628,-1.639968022,0.949116274,1
0.045710976,-0.251831611,1.135025227,-1.142620781,-0.556173262,0.951686038,0.603281014,-0.862630237,1.500758349,-1.369801794,0.75915857,0.111888266,-0.027395385,-0.315504281,0
-0.023477289,-0.692538817,1.664165547,-1.142620781,-0.785922091,0.066162837,-0.258984343,-0.989565325,0.778993379,0.020971312,1.100993117,0.407588299,0.910173613,-0.292525352,0
-0.196447952,0.73337306,1.591310089,0.156933599,-0.196522388,0.518619947,-1.219987611,-0.668660604,-0.55322112,0.388327121,0.262451885,0.130920689,-0.475584049,-0.224905335,0
0.945158425,-0.148608351,-0.98172139,-0.492843591,-0.905762008,-1.315447268,1.030553147,-1.057316801,-0.88363274,0.574791151,-1.53550377,0.135441274,-1.281400725,-0.481753277,0
0.114899241,-0.158887332,-0.770914462,0.481822194,-0.721602918,0.369147509,-0.826602733,0.199572093,-1.162499702,0.188069568,-0.843026089,0.071850165,-0.103971724,-0.336461313,0
-0.992113003,-1.083585074,-0.105835349,-1.142620781,-0.519932398,1.068840111,-0.773076236,-0.593559234,0.018868443,-0.435229969,1.30154467,0.265888946,-1.468969369,0.394519714,1
-0.922924738,-0.732167416,0.922333553,-1.142620781,1.225069324,-0.94378607,0.393203546,0.404208806,-1.292638902,0.704545436,-0.810160033,0.656471473,0.345133122,0.311088268,0
-0.680765809,-0.525127262,-0.455316025,-1.142620781,1.196428387,-1.182941971,0.422016901,0.246895032,-1.093787886,1.265206004,-1.370510481,0.756131932,0.302875344,0.072788758,0
-1.372648462,0.515582257,1.050722265,-1.142620781,1.048228702,0.961381548,1.019248326,1.533232343,0.878828059,-1.709849695,-1.532220312,0.333059028,1.227825017,1.019940961,0
-1.718589788,0.671200458,1.203376076,-1.142620781,-0.719446541,1.618252316,-0.953016177,-0.449451427,0.986707494,-0.661604275,1.377185012,0.31871348,1.316406274,1.940342149,1
-0.473201014,-0.737244607,-1.597447287,-0.817732186,-0.778146065,1.331426827,-0.640302913,-0.696539645,-0.798829014,-0.696895639,0.378810747,0.313471594,1.401782809,-0.078455261,1
-0.196447952,-1.408579919,1.559472623,0.156933599,0.08875619,-0.825016079,0.083301784,-0.832944769,0.937346169,0.994698656,-0.691390662,0.263441179,-1.591678552,-0.224905335,0
-0.646171677,0.784226672,1.362963428,-1.142620781,-0.713954259,2.103027792,-0.271425096,0.809392927,1.070418163,-1.313822655,1.508961469,0.345928077,0.888210595,0.044592943,1
1.533258679,0.903179316,1.411052704,0.806710789,-0.896295691,0.041924063,-0.583725257,-1.117583733,-1.266288289,0.367955262,-0.567440274,0.40626856,0.933067913,-0.520804074,0
-1.407242595,1.706572529,1.534220397,0.156933599,3.638616535,-1.910913143,2.222361963,1.741474628,0.016646742,-0.958427203,1.697676851,0.111652068,-1.337626803,1.094103512,0
0.668405363,0.180497312,-0.630166594,1.131599385,-0.667520721,2.589419185,0.850070242,0.150538691,-0.522356761,-2.060338981,-0.156354257,0.314514887,1.26063728,-0.449713492,0
-1.130489534,2.971839923,0.854494241,-0.167954996,-0.734941001,-1.877786819,2.150773143,1.046667726,1.104482411,-0.752227557,0.75687953,0.333317468,1.578759049,0.586307141,1
0.011116843,1.506258904,0.536712738,-0.167954996,-0.17904765,1.236895609,0.518707751,-0.644884131,-0.533158817,-1.440466833,0.083255281,0.426738292,0.231713541,-0.304279325,0
1.221911486,0.732364811,0.753339893,0.806710789,-0.840793852,1.016322768,-0.699907747,-1.078669327,0.955741593,-0.447967001,-1.261731378,0.248227103,-1.307550151,-0.503919393,0
-0.646171677,0.042142251,0.587060188,1.131599385,2.616392017,-1.273433393,0.065023826,1.244621885,1.123608473,1.998768404,-0.128558806,-0.162130333,-0.4406477,0.044592943,0
-1.407242595,0.16848222,0.607655021,-1.142620781,-0.27054138,1.130245005,1.562662961,-0.562732803,-1.067039966,-2.125873341,0.092898825,-2.625680481,1.493179793,1.094103512,0
-1.095895401,-0.303746992,-1.349930908,-1.142620781,-0.44275803,1.591589665,-0.074397711,0.378022046,1.216667529,-1.21505397,-1.481720292,0.408441999,0.273565073,0.53499919,1
-0.81914234,-0.652569962,-0.391850642,-1.142620781,-0.658098894,1.382328252,0.225488827,-0.924196117,0.404609074,-1.304370035,-0.721332604,0.177490759,-0.486430241,0.199501453,1
-0.749954075,-0.320239373,0.83333303,-1.142620781,1.410449065,-0.210159184,-1.414350315,0.63031095,-0.35953167,1.515855976,1.431899659,0.499560163,0.502239286,0.133229499,0
-1.441836727,3.181852878,0.165940811,-1.142620781,-0.34334651,-2.169460063,2.810041561,0.334061775,0.563199337,-1.965637548,-0.572396973,1.158419468,0.255057391,1.171761237,0
-0.023477289,0.183849372,-0.649033407,-1.142620781,0.176483182,-0.686047109,-0.304836252,1.315342656,-0.613199451,1.040358576,-1.57927249,0.436761321,1.019994568,-0.292525352,0
